Location,Size (sqft),Bedrooms,Bathrooms,Year Built,Garage,Balcony,Garden,Flooring_Type,Kitchen,Dining,Lift,Floor,Price
Rajpara,1803,4,2,1996,Yes,0,No,Wood,1,1,No,10,7469330
Rajpara,1318,1,1,2009,No,2,No,Wood,1,1,Yes,4,5401792
Motihar,748,3,3,1992,No,2,No,Marble,1,1,Yes,3,2614019
Boalia,1182,5,2,2008,Yes,1,No,Cement,2,1,Yes,6,4274235
Rajpara,720,1,2,2019,Yes,0,No,Tile,2,1,Yes,6,2849764
Shah Makhdum,2903,3,3,2000,No,2,No,Cement,1,1,Yes,2,9674490
Rajpara,1365,1,2,2002,No,2,No,Tile,2,1,No,9,5826337
Rajpara,1399,2,2,2022,No,2,No,Marble,1,1,No,8,5080607
Boalia,2706,4,1,1991,No,1,No,Cement,1,1,Yes,6,9751271
Paba,1621,2,2,2012,Yes,0,Yes,Marble,2,1,Yes,1,4478781
Rajpara,2069,2,3,2009,Yes,2,Yes,Tile,2,1,Yes,2,8075514
Motihar,1709,5,1,2019,No,0,No,Marble,1,1,Yes,4,5861247
Paba,1850,3,2,2004,Yes,1,No,Cement,2,1,Yes,7,5359794
Shah Makhdum,2249,4,1,1991,No,0,Yes,Wood,2,1,No,9,6720882
Boalia,2415,2,3,2019,No,2,No,Marble,1,1,No,10,8547614
Shah Makhdum,1945,4,2,2014,No,0,No,Cement,1,1,Yes,5,6239275
Paba,1941,3,3,1993,Yes,0,Yes,Marble,2,1,Yes,10,6164547
Paba,2332,1,3,1990,No,1,Yes,Marble,1,1,Yes,2,7191833
Paba,1498,2,2,1997,No,1,No,Wood,1,1,Yes,1,4686905
Shah Makhdum,2940,3,2,2003,No,0,Yes,Cement,2,1,Yes,10,8641210
Paba,1084,4,1,2000,No,0,No,Cement,1,1,Yes,1,2944858
Shah Makhdum,1402,3,3,2013,Yes,0,No,Cement,1,1,No,5,4907710
Paba,2315,1,2,2013,No,1,No,Tile,2,1,Yes,7,6843648
Motihar,2515,3,3,2021,No,1,No,Marble,2,1,Yes,9,9356254
Paba,2357,4,2,2014,Yes,0,No,Wood,1,1,No,9,6413414
Shah Makhdum,2409,2,3,2017,Yes,1,No,Cement,1,1,Yes,8,7121251
Rajpara,2891,2,1,2005,Yes,2,No,Wood,2,1,Yes,1,12582728
Paba,2043,5,3,2005,Yes,1,No,Tile,2,1,Yes,5,6367841
Rajpara,2552,4,2,2001,Yes,1,No,Tile,2,1,Yes,6,10022647
Motihar,2920,5,1,2001,No,1,No,Wood,2,1,No,6,11993631
Boalia,2270,5,1,2009,Yes,2,No,Cement,1,1,Yes,4,8087839
Motihar,2448,1,2,2004,Yes,2,No,Wood,2,1,No,1,9760948
Paba,1119,4,1,2011,No,2,Yes,Cement,2,1,Yes,3,3311075
Rajpara,1751,2,3,2005,Yes,0,Yes,Cement,1,1,Yes,10,6908084
Rajpara,1996,4,3,2013,No,0,No,Tile,2,1,No,4,7294742
Shah Makhdum,2806,1,2,1992,Yes,2,No,Wood,1,1,Yes,4,9399378
Rajpara,1251,4,3,1990,Yes,0,No,Tile,2,1,Yes,4,4602796
Shah Makhdum,2823,4,2,2006,No,0,No,Marble,2,1,Yes,5,9511057
Boalia,2550,5,1,2010,No,0,Yes,Tile,2,1,Yes,9,8373181
Paba,810,4,3,2002,No,2,No,Cement,1,1,Yes,4,2307220
Shah Makhdum,1185,5,2,1991,No,1,Yes,Wood,1,1,Yes,9,4108927
Boalia,766,5,3,1991,No,2,No,Marble,2,1,Yes,9,2665754
Rajpara,1856,3,1,2014,Yes,2,No,Marble,1,1,Yes,1,6867560
Rajpara,1805,1,1,2017,Yes,0,No,Marble,1,1,No,5,7804937
Boalia,2338,5,3,2015,No,0,No,Marble,1,1,Yes,9,8105092
Rajpara,1652,4,1,2017,No,1,Yes,Wood,1,1,No,4,6119736
Boalia,1313,5,2,2022,No,1,No,Cement,1,1,Yes,5,4495155
Shah Makhdum,1287,5,3,2007,No,1,Yes,Marble,1,1,Yes,4,4191978
Shah Makhdum,929,5,3,2003,Yes,1,Yes,Cement,2,1,No,2,2890954
Boalia,2346,2,1,1998,No,2,Yes,Tile,2,1,Yes,10,8907829
Shah Makhdum,1807,2,2,2019,Yes,1,No,Cement,1,1,No,2,5516043
Shah Makhdum,2742,2,3,1992,No,2,Yes,Marble,2,1,Yes,2,8205512
Shah Makhdum,1384,2,3,2022,No,0,No,Tile,2,1,Yes,1,4181629
Motihar,1540,3,1,2016,No,1,No,Tile,2,1,Yes,3,5364820
Paba,1888,5,1,1998,No,0,No,Tile,2,1,Yes,10,5609961
Rajpara,2279,3,2,2002,No,0,Yes,Marble,1,1,No,1,9805778
Motihar,1225,4,2,2019,Yes,2,Yes,Cement,2,1,Yes,4,4473771
Shah Makhdum,738,1,1,2005,No,1,No,Wood,2,1,No,1,2247458
Boalia,1361,3,2,2015,No,2,No,Cement,1,1,No,4,5084926
Shah Makhdum,2433,2,1,1994,No,0,Yes,Marble,1,1,Yes,3,7483510
Paba,2902,2,3,2016,Yes,1,No,Marble,2,1,Yes,9,8665764
Shah Makhdum,2155,4,1,2004,No,0,No,Tile,2,1,No,1,6249483
Boalia,1275,5,1,2017,Yes,0,No,Cement,2,1,No,8,4272461
Paba,691,1,1,1992,Yes,1,No,Marble,2,1,Yes,9,1919830
Shah Makhdum,1692,3,3,1990,No,1,No,Marble,2,1,Yes,7,4987578
Paba,636,5,2,1990,Yes,1,No,Wood,2,1,Yes,1,1881828
Rajpara,2387,5,2,1995,Yes,2,No,Cement,1,1,Yes,4,9122793
Rajpara,2787,3,2,2000,No,2,No,Tile,2,1,Yes,10,10404309
Shah Makhdum,1801,3,1,2005,No,0,No,Tile,2,1,No,1,5776438
Paba,2436,3,1,2022,No,1,No,Tile,1,1,Yes,4,7723158
Boalia,2494,3,2,2013,No,0,No,Cement,1,1,Yes,3,9139017
Shah Makhdum,736,2,3,2021,No,0,Yes,Marble,1,1,Yes,2,2237799
Rajpara,2837,5,3,1999,Yes,0,Yes,Marble,1,1,Yes,1,10810410
Rajpara,2263,5,3,2014,Yes,0,No,Wood,2,1,Yes,6,9471835
Shah Makhdum,2989,2,3,1999,No,0,No,Wood,2,1,Yes,7,9674161
Paba,2182,5,1,2002,No,1,No,Marble,2,1,Yes,6,6863371
Rajpara,1571,3,2,1990,No,2,No,Marble,2,1,Yes,9,5657315
Paba,1261,1,3,2003,No,1,No,Cement,2,1,Yes,9,3470628
Rajpara,2890,5,1,2010,Yes,1,Yes,Wood,2,1,No,2,12258154
Rajpara,2410,1,1,1990,No,1,No,Tile,1,1,Yes,2,10316957
Motihar,1014,1,1,2009,Yes,2,No,Tile,2,1,Yes,9,3732548
Rajpara,942,2,2,1994,No,2,No,Tile,1,1,Yes,1,4113401
Boalia,745,4,1,2021,No,2,No,Tile,1,1,No,5,2504018
Shah Makhdum,922,5,2,1990,No,1,Yes,Marble,2,1,Yes,1,3180698
Shah Makhdum,2769,2,2,1991,Yes,2,No,Marble,1,1,Yes,7,8722055
Paba,1875,2,2,2020,Yes,0,No,Cement,2,1,No,9,5694534
Rajpara,2478,1,2,2015,Yes,2,Yes,Tile,1,1,Yes,6,10196022
Boalia,2958,5,1,1998,No,1,No,Marble,2,1,Yes,2,9593313
Paba,1200,2,1,2019,No,1,No,Marble,1,1,Yes,6,3266720
Motihar,1074,3,1,1997,Yes,0,No,Marble,2,1,Yes,9,4021451
Paba,2115,2,3,1994,Yes,2,No,Tile,2,1,Yes,3,5913992
Paba,1174,3,3,1993,No,2,No,Marble,2,1,No,9,3556468
Rajpara,946,4,2,2010,Yes,0,No,Wood,2,1,Yes,8,3748916
Motihar,2110,3,2,2022,No,1,Yes,Tile,2,1,No,7,7411995
Paba,981,3,2,2015,No,1,No,Tile,1,1,Yes,8,3040581
Boalia,1903,1,2,2000,Yes,2,Yes,Wood,1,1,No,10,6021751
Boalia,671,2,2,2010,Yes,2,No,Cement,1,1,Yes,6,2173012
Shah Makhdum,1717,4,3,2011,No,2,No,Cement,2,1,Yes,3,5714356
Motihar,1996,2,2,1996,Yes,2,No,Tile,1,1,Yes,7,7627055
Motihar,2986,3,1,2002,Yes,2,No,Tile,2,1,No,4,10851927
Shah Makhdum,1959,3,2,2009,No,1,Yes,Tile,2,1,Yes,10,5867905
Paba,1263,2,1,2004,No,1,No,Wood,1,1,Yes,5,3896822
Motihar,2115,4,1,2014,No,1,No,Marble,1,1,Yes,8,7563776
Boalia,2491,4,1,2018,No,1,No,Wood,2,1,Yes,7,9563516
Boalia,639,1,1,2017,Yes,0,No,Marble,1,1,Yes,7,2401692
Rajpara,1982,3,2,2003,Yes,1,No,Marble,2,1,Yes,8,7344749
Motihar,2630,3,2,1993,No,0,No,Cement,2,1,Yes,10,10711874
Paba,1877,1,2,1996,No,1,No,Wood,2,1,Yes,3,5456487
Shah Makhdum,1565,2,2,2002,No,2,No,Wood,2,1,Yes,3,4997965
Shah Makhdum,2500,3,2,2006,No,2,No,Tile,2,1,Yes,2,7428518
Paba,2817,2,3,2018,Yes,2,No,Wood,1,1,No,1,7806310
Rajpara,1300,4,1,2006,No,0,No,Marble,1,1,Yes,10,5580112
Shah Makhdum,1110,5,1,2008,Yes,1,Yes,Marble,2,1,Yes,6,3644282
Motihar,1883,1,3,2015,No,1,Yes,Wood,2,1,Yes,6,7098816
Rajpara,1183,3,3,1998,Yes,0,No,Cement,1,1,No,10,4293025
Motihar,1583,1,2,1991,Yes,0,Yes,Cement,1,1,No,8,6523054
Boalia,1058,4,2,2009,Yes,0,Yes,Tile,2,1,No,6,3611230
Rajpara,2505,4,1,2012,No,0,No,Tile,1,1,Yes,6,9852964
Shah Makhdum,2988,4,2,2007,No,0,Yes,Marble,2,1,Yes,1,9159648
Rajpara,2704,4,1,2015,No,2,No,Wood,1,1,Yes,7,11662438
Rajpara,2865,5,2,2014,No,1,No,Marble,2,1,Yes,7,11103788
Rajpara,1415,2,2,2006,Yes,0,No,Marble,1,1,Yes,10,5291250
Rajpara,846,2,1,1999,Yes,2,Yes,Wood,2,1,No,9,3384377
Motihar,1329,5,3,2014,No,0,No,Marble,1,1,No,7,5334518
Boalia,1016,2,3,2017,Yes,2,No,Marble,1,1,No,8,3464495
Paba,1654,4,2,2015,No,0,No,Cement,2,1,Yes,4,5112890
Rajpara,967,2,3,2001,Yes,1,No,Tile,1,1,Yes,9,3716547
Shah Makhdum,707,1,2,2008,No,0,Yes,Cement,2,1,Yes,1,2361838
Rajpara,1438,2,3,2012,Yes,0,No,Tile,1,1,Yes,8,5946099
Shah Makhdum,1017,1,3,2003,No,1,Yes,Tile,2,1,No,3,3372049
Motihar,2243,3,1,2006,No,1,No,Tile,1,1,Yes,1,8772125
Shah Makhdum,1420,1,3,2004,No,0,No,Cement,2,1,Yes,2,4231656
Paba,2021,1,2,2010,Yes,1,No,Wood,1,1,Yes,6,6533477
Boalia,1282,4,1,2019,No,1,No,Marble,2,1,Yes,5,4563954
Shah Makhdum,855,4,3,2008,No,2,No,Wood,1,1,No,3,2671642
Shah Makhdum,1437,4,1,2021,No,1,No,Wood,2,1,Yes,9,4297053
Boalia,2882,1,3,2018,No,1,No,Tile,2,1,No,8,10659096
Paba,1152,5,2,2011,No,0,No,Tile,2,1,Yes,3,3462254
Rajpara,780,4,2,2009,No,0,No,Cement,1,1,Yes,2,2899910
Shah Makhdum,756,4,1,1990,No,2,No,Cement,2,1,No,8,2623100
Boalia,2077,1,3,2008,No,0,No,Marble,1,1,Yes,5,6696783
Motihar,1170,3,3,2015,No,1,No,Wood,2,1,No,9,4467537
Boalia,1456,3,1,1996,Yes,1,No,Wood,1,1,Yes,1,5208704
Motihar,2384,2,1,1995,Yes,1,Yes,Marble,2,1,Yes,10,9963280
Paba,2327,3,2,2011,No,0,No,Tile,1,1,Yes,3,6479646
Rajpara,1647,4,1,1998,No,1,Yes,Cement,1,1,No,5,6737626
Boalia,2096,5,3,2018,No,1,No,Marble,2,1,Yes,2,7301837
Shah Makhdum,2023,2,1,2006,No,2,No,Wood,1,1,No,3,6159131
Paba,1191,5,2,2002,Yes,2,No,Marble,1,1,Yes,4,3889003
Boalia,2781,5,1,2006,Yes,2,No,Marble,2,1,Yes,4,10299685
Shah Makhdum,1020,4,3,1999,No,0,No,Wood,1,1,Yes,9,3444863
Boalia,2860,1,1,2014,Yes,1,No,Wood,1,1,Yes,1,10809170
Motihar,947,1,1,2007,No,1,No,Cement,1,1,Yes,9,3760568
Boalia,765,1,1,2004,Yes,1,No,Cement,2,1,No,9,2681108
Boalia,1536,3,2,2016,No,2,No,Wood,1,1,Yes,6,5259380
Boalia,947,1,2,2008,No,1,Yes,Cement,2,1,Yes,1,3449820
Paba,997,4,2,2004,No,1,No,Cement,1,1,Yes,6,3052502
Boalia,1182,3,2,1996,No,1,No,Cement,1,1,Yes,8,4172475
Shah Makhdum,2200,1,3,2005,Yes,1,No,Wood,1,1,Yes,5,7165392
Motihar,907,5,3,2013,No,1,No,Tile,2,1,Yes,5,3553684
Motihar,698,4,2,2012,No,0,No,Tile,1,1,Yes,1,2901038
Boalia,1865,4,2,2000,Yes,1,No,Cement,1,1,Yes,1,6857997
Paba,757,2,2,2013,No,0,No,Tile,2,1,Yes,8,2124035
Paba,1153,4,1,1994,No,1,No,Cement,1,1,Yes,5,3436010
Shah Makhdum,1250,5,3,2019,No,0,No,Tile,2,1,Yes,8,4142593
Boalia,2874,4,1,2005,No,1,Yes,Tile,2,1,Yes,10,9406480
Motihar,2890,2,2,2009,No,1,No,Marble,1,1,Yes,2,11932396
Paba,1668,4,3,2018,No,1,Yes,Cement,2,1,No,4,4580686
Boalia,2095,4,2,2006,No,1,Yes,Tile,1,1,No,10,7495256
Paba,2478,2,1,2008,No,2,Yes,Tile,2,1,No,9,8141620
Paba,1333,4,3,2015,Yes,1,Yes,Marble,2,1,Yes,3,4181249
Motihar,2550,3,1,2004,Yes,0,No,Tile,1,1,No,6,10033526
Rajpara,691,4,3,2014,Yes,2,No,Marble,2,1,No,7,3038973
Shah Makhdum,2819,1,2,2004,No,2,No,Tile,2,1,No,3,9547249
Shah Makhdum,2227,1,3,2009,No,1,No,Marble,2,1,Yes,1,7796699
Motihar,1815,3,1,2019,Yes,0,No,Marble,2,1,Yes,2,7171351
Paba,1700,4,1,2010,No,0,No,Wood,2,1,No,10,5268767
Boalia,1904,5,1,1995,Yes,2,No,Cement,1,1,Yes,7,7013949
Paba,1987,4,1,2000,No,0,No,Wood,2,1,Yes,7,5589932
Motihar,778,1,2,2012,No,1,No,Cement,1,1,Yes,1,3137204
Shah Makhdum,2885,2,1,1998,No,1,Yes,Tile,2,1,Yes,10,10100067
Paba,879,3,2,2007,No,1,Yes,Cement,1,1,Yes,7,2695880
Shah Makhdum,1642,2,3,2017,No,1,No,Wood,1,1,Yes,10,4741943
Boalia,2218,5,1,2008,Yes,1,No,Cement,2,1,Yes,6,7098630
Shah Makhdum,970,4,3,2019,Yes,2,Yes,Wood,2,1,Yes,6,2939306
Shah Makhdum,2400,5,3,2004,No,1,Yes,Cement,2,1,Yes,7,7666326
Rajpara,2303,2,2,2001,No,1,Yes,Tile,1,1,Yes,7,9053103
Rajpara,2868,4,1,1991,No,2,No,Tile,2,1,Yes,1,12571504
Rajpara,903,5,2,1998,No,2,No,Cement,1,1,Yes,10,3933892
Shah Makhdum,1948,1,1,1990,No,2,No,Cement,1,1,No,5,6099854
Motihar,2060,1,3,2020,No,0,Yes,Tile,1,1,Yes,8,8288781
Shah Makhdum,1793,3,2,2017,No,0,No,Cement,2,1,Yes,8,5894079
Motihar,2661,1,1,1996,No,1,Yes,Marble,2,1,Yes,3,9592327
Motihar,1268,1,3,2005,Yes,1,No,Tile,1,1,No,3,5233916
Rajpara,1099,2,2,2003,No,1,Yes,Tile,1,1,Yes,7,4184567
Paba,2014,1,2,2022,Yes,0,No,Wood,2,1,Yes,4,6489522
Boalia,2172,1,2,1995,No,1,No,Wood,1,1,Yes,6,7811268
Rajpara,1129,2,2,2010,No,1,No,Marble,2,1,Yes,9,4625402
Rajpara,2606,1,3,1999,Yes,0,No,Cement,1,1,No,10,11129517
Paba,1819,1,3,2021,No,2,No,Marble,2,1,No,2,5450790
Boalia,1354,3,3,1995,No,0,Yes,Cement,1,1,Yes,2,5073927
Shah Makhdum,2947,1,3,1991,Yes,1,No,Wood,2,1,Yes,6,9525134
Shah Makhdum,1414,1,1,2016,Yes,0,No,Cement,1,1,Yes,3,4963386
Rajpara,1326,3,3,2003,No,2,No,Wood,2,1,Yes,1,5473653
Boalia,1330,2,2,2012,No,2,No,Tile,2,1,Yes,2,4537750
Rajpara,1427,1,2,2010,No,2,No,Tile,1,1,Yes,7,6008656
Motihar,1931,5,2,2019,No,2,No,Cement,1,1,Yes,4,7352324
Rajpara,2646,2,2,2014,No,2,Yes,Wood,2,1,Yes,2,11231793
Rajpara,1474,2,1,2013,No,2,No,Marble,1,1,No,8,6289219
Shah Makhdum,2778,1,2,2000,No,1,Yes,Wood,2,1,Yes,4,9097462
Shah Makhdum,2603,3,2,1993,No,1,No,Wood,1,1,No,4,8949636
Shah Makhdum,2277,2,2,2002,No,0,No,Wood,2,1,No,2,7145666
Motihar,1207,3,3,1998,Yes,1,Yes,Tile,2,1,Yes,1,4180573
Shah Makhdum,2673,5,3,2017,Yes,2,No,Wood,2,1,No,1,8831845
Boalia,2077,3,1,2005,No,1,No,Cement,2,1,Yes,3,7653986
Paba,1234,4,1,1995,No,0,No,Tile,2,1,Yes,6,3385702
Boalia,1809,3,1,2016,No,2,Yes,Tile,2,1,Yes,7,6674553
Boalia,1083,2,2,1999,Yes,1,No,Tile,1,1,No,9,3895998
Shah Makhdum,1674,3,1,2012,Yes,1,No,Wood,1,1,Yes,5,4945838
Paba,2514,3,3,2010,Yes,0,No,Marble,1,1,Yes,9,7602245
Paba,2652,4,3,2015,Yes,2,No,Wood,2,1,No,8,7333430
Paba,1188,4,3,1992,No,0,Yes,Wood,2,1,Yes,1,3436849
Motihar,2855,1,2,1996,Yes,2,No,Marble,2,1,Yes,3,11508586
Shah Makhdum,2904,2,2,2016,No,2,No,Wood,2,1,No,8,8550842
Paba,1828,1,1,2022,No,1,No,Cement,1,1,No,9,5439456
Motihar,2573,4,1,1993,Yes,0,Yes,Marble,1,1,No,4,9984119
Rajpara,2658,3,1,2015,No,0,No,Cement,2,1,No,6,11568703
Rajpara,1548,4,1,1997,No,0,No,Cement,1,1,Yes,4,6485829
Motihar,2655,5,2,2009,Yes,2,No,Tile,1,1,No,9,9361072
Motihar,2679,3,3,2006,No,0,No,Tile,2,1,Yes,2,11134835
Shah Makhdum,2607,1,2,1994,No,2,No,Marble,1,1,Yes,6,8305622
Shah Makhdum,2341,3,1,1998,No,0,No,Wood,2,1,Yes,3,7296005
Rajpara,986,5,2,1997,Yes,0,Yes,Cement,1,1,Yes,10,3651127
Paba,1851,4,3,1996,No,1,No,Wood,2,1,No,4,6034425
Rajpara,2390,2,2,1992,No,0,No,Cement,2,1,No,2,9724825
Paba,2098,2,3,1997,Yes,1,No,Tile,2,1,Yes,8,6908278
Paba,806,2,1,1994,No,1,Yes,Tile,2,1,Yes,10,2260281
Shah Makhdum,2418,4,2,1994,No,2,No,Tile,1,1,Yes,8,7808531
Boalia,2380,2,1,2006,No,0,No,Marble,2,1,No,1,7680070
Boalia,2995,5,1,2016,Yes,0,Yes,Cement,2,1,No,10,10533394
Motihar,1392,4,3,2001,No,0,No,Wood,2,1,Yes,6,5701968
Shah Makhdum,2881,2,3,2017,Yes,1,No,Cement,1,1,Yes,1,8498850
Paba,2324,1,1,1993,Yes,0,Yes,Wood,2,1,Yes,6,6650798
Boalia,1605,4,3,2017,Yes,2,No,Wood,1,1,Yes,7,5822428
Paba,1541,4,3,2014,Yes,2,No,Wood,2,1,No,2,4231234
Boalia,1765,3,1,1992,Yes,0,No,Cement,1,1,Yes,9,6120648
Boalia,2823,2,1,2020,Yes,1,Yes,Tile,1,1,Yes,8,9550613
Boalia,2277,1,3,2001,No,2,No,Marble,2,1,Yes,9,8508474
Shah Makhdum,1048,5,1,1993,Yes,2,No,Marble,1,1,Yes,10,3051156
Rajpara,1191,4,1,2019,Yes,1,No,Tile,2,1,No,4,5110243
Paba,681,5,3,2016,No,2,No,Marble,2,1,Yes,4,2126204
Shah Makhdum,2782,5,2,2011,No,1,No,Wood,2,1,Yes,8,8541301
Shah Makhdum,2006,5,2,1990,No,2,Yes,Marble,1,1,Yes,1,6031183
Shah Makhdum,2080,3,1,2009,Yes,1,No,Cement,1,1,Yes,8,7255274
Shah Makhdum,1679,5,3,2007,Yes,2,No,Tile,2,1,Yes,7,5430727
Shah Makhdum,1018,2,1,1995,Yes,0,No,Tile,2,1,No,7,3156469
Motihar,687,2,3,2001,Yes,2,No,Tile,1,1,Yes,9,2372757
Paba,814,1,1,2006,Yes,2,No,Tile,2,1,Yes,10,2278769
Shah Makhdum,2358,1,1,2011,Yes,0,No,Cement,2,1,Yes,7,7693742
Paba,2120,5,3,2007,Yes,0,No,Wood,2,1,Yes,2,6376675
Motihar,2317,5,1,1999,Yes,0,No,Wood,1,1,Yes,1,9258230
Motihar,2892,3,2,2013,No,0,Yes,Wood,1,1,Yes,1,11725546
Paba,2101,5,2,2009,Yes,1,Yes,Marble,1,1,No,7,6173378
Boalia,908,5,3,2001,Yes,1,No,Wood,2,1,No,5,2924351
Rajpara,830,5,1,1993,No,2,No,Marble,2,1,Yes,4,3513575
Boalia,754,4,2,1994,No,2,No,Cement,2,1,Yes,5,2667364
Boalia,1798,4,3,2015,Yes,2,No,Marble,1,1,Yes,10,6896866
Boalia,714,3,3,2005,No,1,No,Wood,2,1,Yes,10,2647115
Shah Makhdum,2013,3,3,1994,No,2,No,Tile,2,1,No,6,6221390
Motihar,910,2,2,2015,Yes,2,No,Cement,2,1,Yes,10,3408543
Boalia,1592,3,2,2008,No,1,Yes,Wood,2,1,Yes,6,5277325
Motihar,2947,2,2,1995,No,2,No,Wood,1,1,No,1,11225473
Paba,1641,5,2,2013,Yes,1,No,Wood,1,1,No,2,5130479
Rajpara,611,3,1,2020,Yes,1,No,Cement,2,1,Yes,3,2498984
Paba,2027,3,2,2020,No,0,Yes,Tile,1,1,Yes,4,5888941
Paba,2879,3,3,1996,No,0,Yes,Tile,1,1,Yes,6,9195468
Shah Makhdum,2613,2,1,1999,Yes,1,No,Tile,2,1,Yes,9,7701131
Rajpara,1329,2,2,2011,Yes,1,No,Wood,2,1,No,2,4935964
Paba,1901,1,1,2003,Yes,0,No,Marble,1,1,No,8,5593684
Paba,1976,2,3,2017,No,2,No,Wood,2,1,No,9,6167779
Rajpara,2636,2,2,2011,No,2,No,Tile,1,1,Yes,2,10953498
Rajpara,2950,4,1,2021,Yes,2,No,Cement,2,1,No,9,11484995
Paba,1140,3,2,2000,No,1,No,Marble,1,1,Yes,7,3554479
Rajpara,676,2,1,2003,No,0,Yes,Marble,2,1,Yes,9,2466364
Paba,623,3,1,2020,Yes,2,No,Wood,1,1,Yes,6,1790510
Paba,1638,3,3,1993,Yes,0,No,Cement,1,1,Yes,2,5104440
Shah Makhdum,1275,4,3,2011,No,0,No,Marble,1,1,No,8,3822177
Boalia,2994,3,2,2018,No,1,No,Tile,2,1,Yes,10,9876901
Paba,771,2,2,2002,No,2,Yes,Wood,1,1,Yes,9,2121891
Motihar,2492,3,1,2009,No,0,No,Wood,1,1,Yes,8,9212918
Boalia,1088,1,3,2008,Yes,1,No,Tile,2,1,Yes,2,4055464
Boalia,2085,1,3,2004,No,1,No,Tile,2,1,Yes,8,7788416
Boalia,1356,4,1,2015,No,1,No,Tile,1,1,Yes,3,5089954
Shah Makhdum,754,2,3,2009,Yes,2,No,Marble,1,1,No,3,2189231
Paba,856,4,3,1995,Yes,2,No,Cement,2,1,Yes,9,2821455
Shah Makhdum,2379,1,1,2004,Yes,1,No,Marble,2,1,Yes,9,7616821
Paba,1273,2,2,1993,Yes,2,No,Cement,2,1,Yes,9,4103688
Shah Makhdum,2715,3,2,1995,Yes,2,No,Wood,2,1,No,4,9391927
Shah Makhdum,2991,2,2,1991,Yes,0,Yes,Cement,2,1,Yes,7,9598953
Motihar,1272,5,1,2004,Yes,1,Yes,Tile,1,1,Yes,8,4399629
Shah Makhdum,2072,2,2,2001,Yes,1,No,Marble,2,1,Yes,5,6759652
Rajpara,858,3,1,1996,No,2,Yes,Tile,1,1,Yes,1,3318121
Motihar,906,5,1,2011,No,1,Yes,Wood,1,1,Yes,9,3240891
Shah Makhdum,1718,4,3,1997,No,1,No,Marble,1,1,No,6,5148503
Boalia,845,2,3,2000,No,1,Yes,Marble,2,1,Yes,3,2992554
Rajpara,2258,4,2,1991,No,2,Yes,Tile,1,1,Yes,3,8317523
Rajpara,786,2,1,2019,Yes,2,No,Marble,1,1,No,10,3346250
Rajpara,2397,1,2,1993,No,2,No,Tile,2,1,Yes,1,9065057
Motihar,1524,1,2,2014,No,0,No,Cement,1,1,Yes,8,5848290
Shah Makhdum,1384,3,3,2010,No,1,No,Wood,1,1,Yes,2,4097047
Shah Makhdum,2195,1,2,2014,No,0,No,Tile,2,1,Yes,1,7529207
Boalia,1960,5,2,1998,Yes,2,No,Wood,1,1,Yes,7,7123543
Boalia,940,5,3,1997,Yes,0,No,Marble,1,1,Yes,9,3096891
Rajpara,1162,2,2,1994,Yes,1,No,Wood,1,1,No,6,4848552
Boalia,1250,4,2,2017,No,1,No,Wood,2,1,No,8,4010037
Motihar,1793,5,1,1991,No,2,No,Wood,2,1,Yes,8,7184344
Shah Makhdum,668,2,2,2010,Yes,2,No,Marble,2,1,Yes,9,2133473
Rajpara,2183,4,3,1997,No,0,Yes,Cement,1,1,Yes,7,8068688
Boalia,2704,1,3,2012,No,2,No,Cement,1,1,No,9,9559545
Motihar,1900,2,1,2004,Yes,0,Yes,Cement,2,1,Yes,9,6788050
Motihar,1722,4,3,2016,Yes,1,No,Tile,1,1,Yes,1,6769711
Boalia,1515,3,3,1991,Yes,1,No,Tile,1,1,No,6,5523741
Shah Makhdum,2972,3,3,2017,Yes,1,No,Marble,2,1,No,8,10006538
Boalia,1060,5,2,2000,Yes,1,Yes,Cement,2,1,No,10,4002993
Rajpara,2826,4,1,2010,Yes,1,No,Wood,1,1,Yes,9,11654287
Boalia,1443,3,1,2021,Yes,0,Yes,Cement,1,1,No,4,5042185
Motihar,1173,5,1,2021,Yes,1,No,Tile,1,1,No,2,4773185
Boalia,718,2,1,1996,No,0,No,Marble,2,1,Yes,9,2713961
Shah Makhdum,1245,2,3,2011,Yes,1,Yes,Cement,2,1,Yes,9,4208501
Paba,2078,4,2,2003,No,0,No,Tile,2,1,Yes,8,6785619
Boalia,2673,4,3,2002,No,0,Yes,Tile,2,1,No,3,10252568
Shah Makhdum,2113,4,3,2010,No,0,No,Wood,1,1,Yes,5,6425293
Shah Makhdum,2631,4,3,2011,Yes,2,Yes,Cement,2,1,Yes,2,7886592
Motihar,1631,3,3,1999,Yes,0,Yes,Wood,2,1,Yes,3,6134077
Shah Makhdum,1568,3,1,1990,No,0,Yes,Cement,2,1,No,1,5516275
Shah Makhdum,2610,5,1,1990,No,1,Yes,Marble,2,1,Yes,4,7664585
Shah Makhdum,2139,3,2,2013,No,0,No,Cement,2,1,Yes,5,7135011
Shah Makhdum,2796,2,3,1992,Yes,0,No,Wood,1,1,Yes,2,9574999
Rajpara,2111,5,1,2020,Yes,2,No,Wood,1,1,No,3,9282400
Rajpara,1648,3,2,2002,No,1,Yes,Tile,2,1,Yes,6,6749828
Motihar,1254,4,3,1993,No,2,No,Cement,1,1,Yes,6,4650925
Boalia,2554,3,3,2012,No,2,No,Cement,2,1,No,7,8342757
